cell_id,model_alias,context_tokens_target,k,repeat,needle_id,needle_type,position_frac,position_third,expected_answer,given_answer,correct,parse_ok,error_reason
ctx150000_k8_rep1,haiku,150000,8,1,N09,definicio,0.889,vege,15 perc,,,0,context_overflow
ctx150000_k8_rep1,sonnet,150000,8,1,N03,hatarido,0.111,eleje,2026. május 5,2026. május 5-én,1,1,
ctx150000_k8_rep1,sonnet,150000,8,1,N05,hatarido,0.222,eleje,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx150000_k8_rep1,sonnet,150000,8,1,N04,hatarido,0.333,eleje,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx150000_k8_rep1,sonnet,150000,8,1,N11,szam,0.444,kozepe,35%,35%,1,1,
ctx150000_k8_rep1,sonnet,150000,8,1,N10,definicio,0.556,kozepe,működő prototípust,"A félidőben tartott közös bemutató, amikor a csapat bemutatja a működő prototípust az oktatónak",1,1,
ctx150000_k8_rep1,sonnet,150000,8,1,N12,szam,0.667,vege,42 pont,42 pont (a lehetséges 100-ból),1,1,
ctx150000_k8_rep1,sonnet,150000,8,1,N20,kivetel,0.778,vege,két / kettő / 2,Két igazolatlan hiányzás után,1,1,
ctx150000_k8_rep1,sonnet,150000,8,1,N09,definicio,0.889,vege,15 perc,15 perc,1,1,
ctx150000_k8_rep2,haiku,150000,8,2,N15,szam,0.111,eleje,78%,,,0,context_overflow
ctx150000_k8_rep2,haiku,150000,8,2,N16,kivetel,0.222,eleje,hétfőn,,,0,context_overflow
ctx150000_k8_rep2,haiku,150000,8,2,N11,szam,0.333,eleje,35%,,,0,context_overflow
ctx150000_k8_rep2,haiku,150000,8,2,N17,kivetel,0.444,kozepe,10%,,,0,context_overflow
ctx150000_k8_rep2,haiku,150000,8,2,N12,szam,0.556,kozepe,42 pont,,,0,context_overflow
ctx150000_k8_rep2,haiku,150000,8,2,N08,definicio,0.667,vege,két különböző csapattagnak,,,0,context_overflow
ctx150000_k8_rep2,haiku,150000,8,2,N09,definicio,0.778,vege,15 perc,,,0,context_overflow
ctx150000_k8_rep2,haiku,150000,8,2,N10,definicio,0.889,vege,működő prototípust,,,0,context_overflow
ctx150000_k8_rep2,sonnet,150000,8,2,N15,szam,0.111,eleje,78%,78%,1,1,
ctx150000_k8_rep2,sonnet,150000,8,2,N16,kivetel,0.222,eleje,hétfőn,Csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx150000_k8_rep2,sonnet,150000,8,2,N11,szam,0.333,eleje,35%,35%,1,1,
ctx150000_k8_rep2,sonnet,150000,8,2,N17,kivetel,0.444,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx150000_k8_rep2,sonnet,150000,8,2,N12,szam,0.556,kozepe,42 pont,Legalább 42 pont a lehetséges 100-ból.,1,1,
ctx150000_k8_rep2,sonnet,150000,8,2,N08,definicio,0.667,vege,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx150000_k8_rep2,sonnet,150000,8,2,N09,definicio,0.778,vege,15 perc,15 perc,1,1,
ctx150000_k8_rep2,sonnet,150000,8,2,N10,definicio,0.889,vege,működő prototípust,"Az a mérföldkő, amikor a csapat félidőben bemutatja a működő prototípust az oktatónak.",1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N06,definicio,0.062,eleje,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N09,definicio,0.125,eleje,15 perc,15 perc,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N07,definicio,0.188,eleje,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N16,kivetel,0.25,eleje,hétfőn,Csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N10,definicio,0.312,eleje,működő prototípust,"A projektmunka félidejében történő közös bemutató, amikor a csapat a működő prototípust mutatja be az oktatónak.",1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N03,hatarido,0.375,kozepe,2026. május 5,2026. május 5-én,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N08,definicio,0.438,kozepe,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N17,kivetel,0.5,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N01,hatarido,0.562,kozepe,2026. március 14,"2026. március 14-én, 10:15-kor a nagyelőadó teremben",1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N18,kivetel,0.625,kozepe,érintett / hallgató,Csak az érintett hallgató pontszáma csökken.,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N20,kivetel,0.688,vege,két / kettő / 2,Kettő,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N13,szam,0.75,vege,12,12,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N14,szam,0.812,vege,3,3,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N12,szam,0.875,vege,42 pont,42 pont a lehetséges 100-ból,1,1,
ctx16000_k15_rep1,haiku,16000,15,1,N05,hatarido,0.938,vege,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N06,definicio,0.062,eleje,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N09,definicio,0.125,eleje,15 perc,15 perc,1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N07,definicio,0.188,eleje,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N16,kivetel,0.25,eleje,hétfőn,Az csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N10,definicio,0.312,eleje,működő prototípust,"Az a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak.",1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N03,hatarido,0.375,kozepe,2026. május 5,2026. május 5-én,1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N08,definicio,0.438,kozepe,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N17,kivetel,0.5,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N01,hatarido,0.562,kozepe,2026. március 14,"2026. március 14-én, 10:15-kor a nagyelőadó teremben.",1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N18,kivetel,0.625,kozepe,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N20,kivetel,0.688,vege,két / kettő / 2,Két igazolatlan hiányzás után.,1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N13,szam,0.75,vege,12,Legfeljebb 12 figyelmeztetés.,1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N14,szam,0.812,vege,3,Legfeljebb 3 fő.,1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N12,szam,0.875,vege,42 pont,Legalább 42 pont a lehetséges 100-ból.,1,1,
ctx16000_k15_rep1,sonnet,16000,15,1,N05,hatarido,0.938,vege,2026. június 2,"2026. június 2-án, 8:00-kor.",1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N17,kivetel,0.062,eleje,10%,A pótzárthelyín 10%-kal több időt kap a feladatok megoldására,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N07,definicio,0.125,eleje,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit",1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N08,definicio,0.188,eleje,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne",1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N20,kivetel,0.25,eleje,két / kettő / 2,Két igazolatlan hiányzás után,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N03,hatarido,0.312,eleje,2026. május 5,2026. május 5-én,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N06,definicio,0.375,kozepe,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad",1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N19,kivetel,0.438,kozepe,utolsó beadás,Az utolsó beadás,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N13,szam,0.5,kozepe,12,12 figyelmeztetés,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N15,szam,0.562,kozepe,78%,A forráskód 78%-a,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N14,szam,0.625,kozepe,3,3 fő,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N18,kivetel,0.688,vege,érintett / hallgató,Csak az érintett hallgató,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N10,definicio,0.75,vege,működő prototípust,"A mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak",1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N12,szam,0.812,vege,42 pont,Legalább 42 pont a lehetséges 100-ból,1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N04,hatarido,0.875,vege,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx16000_k15_rep2,haiku,16000,15,2,N05,hatarido,0.938,vege,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N17,kivetel,0.062,eleje,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N07,definicio,0.125,eleje,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N08,definicio,0.188,eleje,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N20,kivetel,0.25,eleje,két / kettő / 2,Két igazolatlan hiányzás után.,1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N03,hatarido,0.312,eleje,2026. május 5,2026. május 5-én.,1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N06,definicio,0.375,kozepe,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N19,kivetel,0.438,kozepe,utolsó beadás,"Mindig az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát, még akkor is, ha az rosszabb eredményt hozna.",1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N13,szam,0.5,kozepe,12,Legfeljebb 12 figyelmeztetést enged meg.,1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N15,szam,0.562,kozepe,78%,A forráskód 78%-a.,1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N14,szam,0.625,kozepe,3,Legfeljebb 3 fő.,1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N18,kivetel,0.688,vege,érintett / hallgató,Csak az érintett hallgató pontszáma csökken.,1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N10,definicio,0.75,vege,működő prototípust,"Az a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak.",1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N12,szam,0.812,vege,42 pont,Legalább 42 pont a lehetséges 100-ból.,1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N04,hatarido,0.875,vege,2026. február 20,"2026. február 20-án, 14:00-kor.",1,1,
ctx16000_k15_rep2,sonnet,16000,15,2,N05,hatarido,0.938,vege,2026. június 2,"2026. június 2-án, 8:00-kor.",1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N04,hatarido,0.048,eleje,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N08,definicio,0.095,eleje,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne",1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N19,kivetel,0.143,eleje,utolsó beadás,Az utolsó beadás,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N01,hatarido,0.19,eleje,2026. március 14,"2026. március 14-én, 10:15-kor",1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N02,hatarido,0.238,eleje,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N16,kivetel,0.286,eleje,hétfőn,Az csak a következő hétfőn számít határidőn belülinek,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N17,kivetel,0.333,eleje,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N11,szam,0.381,kozepe,35%,35%-át,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N20,kivetel,0.429,kozepe,két / kettő / 2,Két igazolatlan hiányzás után,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N15,szam,0.476,kozepe,78%,A forráskód 78%-a,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N05,hatarido,0.524,kozepe,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N07,definicio,0.571,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit",1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N10,definicio,0.619,kozepe,működő prototípust,Amikor a csapat bemutatja a működő prototípust az oktatónak,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N14,szam,0.667,vege,3,Legfeljebb 3 fő,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N12,szam,0.714,vege,42 pont,Legalább 42 pont a lehetséges 100-ból,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N03,hatarido,0.762,vege,2026. május 5,2026. május 5-én,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N09,definicio,0.81,vege,15 perc,15 perc,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N13,szam,0.857,vege,12,Legfeljebb 12 figyelmeztetés,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N18,kivetel,0.905,vege,érintett / hallgató,Csak az érintett hallgató,1,1,
ctx16000_k20_rep1,haiku,16000,20,1,N06,definicio,0.952,vege,három egymást követő futtatásban,Amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N04,hatarido,0.048,eleje,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N08,definicio,0.095,eleje,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N19,kivetel,0.143,eleje,utolsó beadás,"Az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát, még akkor is, ha az rosszabb eredményt hozna.",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N01,hatarido,0.19,eleje,2026. március 14,"2026. március 14-én, 10:15-kor, a nagyelőadó teremben",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N02,hatarido,0.238,eleje,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N16,kivetel,0.286,eleje,hétfőn,Az csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N17,kivetel,0.333,eleje,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N11,szam,0.381,kozepe,35%,35%,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N20,kivetel,0.429,kozepe,két / kettő / 2,Két igazolatlan hiányzás után,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N15,szam,0.476,kozepe,78%,78%,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N05,hatarido,0.524,kozepe,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N07,definicio,0.571,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N10,definicio,0.619,kozepe,működő prototípust,"Az a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak.",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N14,szam,0.667,vege,3,Legfeljebb 3 fő,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N12,szam,0.714,vege,42 pont,Legalább 42 pont a lehetséges 100-ból,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N03,hatarido,0.762,vege,2026. május 5,2026. május 5-én,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N09,definicio,0.81,vege,15 perc,15 perc,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N13,szam,0.857,vege,12,Legfeljebb 12 figyelmeztetés,1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N18,kivetel,0.905,vege,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx16000_k20_rep1,sonnet,16000,20,1,N06,definicio,0.952,vege,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N16,kivetel,0.048,eleje,hétfőn,Az csak a következő hétfőn számít határidőn belülinek.,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N04,hatarido,0.095,eleje,2026. február 20,"2026. február 20-án, 14:00-kor",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N02,hatarido,0.143,eleje,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N20,kivetel,0.19,eleje,két / kettő / 2,2,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N03,hatarido,0.238,eleje,2026. május 5,2026. május 5-én,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N11,szam,0.286,eleje,35%,35%,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N09,definicio,0.333,eleje,15 perc,15 perc,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N15,szam,0.381,kozepe,78%,78%,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N17,kivetel,0.429,kozepe,10%,10%-kal több időt kap a feladatok megoldására,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N01,hatarido,0.476,kozepe,2026. március 14,"2026. március 14-én, 10:15-kor",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N14,szam,0.524,kozepe,3,legfeljebb 3 fő,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N07,definicio,0.571,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N06,definicio,0.619,kozepe,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N05,hatarido,0.667,vege,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N08,definicio,0.714,vege,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N13,szam,0.762,vege,12,legfeljebb 12,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N19,kivetel,0.81,vege,utolsó beadás,az utolsó beadás,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N10,definicio,0.857,vege,működő prototípust,"A mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak",1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N12,szam,0.905,vege,42 pont,legalább 42 pont a lehetséges 100-ból,1,1,
ctx16000_k20_rep2,haiku,16000,20,2,N18,kivetel,0.952,vege,érintett / hallgató,csak az érintett hallgató,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N16,kivetel,0.048,eleje,hétfőn,"Ha egy hallgató hétvégén (szombaton vagy vasárnap) adja le a házi feladatot, az csak a következő hétfőn számít határidőn belülinek.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N04,hatarido,0.095,eleje,2026. február 20,"2026. február 20-án, 14:00-kor.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N02,hatarido,0.143,eleje,2026. április 3,"2026. április 3-án, 23:59-kor.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N20,kivetel,0.19,eleje,két / kettő / 2,Két igazolatlan hiányzás után.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N03,hatarido,0.238,eleje,2026. május 5,2026. május 5-én.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N11,szam,0.286,eleje,35%,35%-át.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N09,definicio,0.333,eleje,15 perc,15 perc.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N15,szam,0.381,kozepe,78%,78%.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N17,kivetel,0.429,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N01,hatarido,0.476,kozepe,2026. március 14,"2026. március 14-én, 10:15-kor a nagyelőadó teremben.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N14,szam,0.524,kozepe,3,Legfeljebb 3 fő.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N07,definicio,0.571,kozepe,leadási határidő után,"A leadási határidő után, de a manuális értékelés megkezdése előtt privát branch-re feltett commit.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N06,definicio,0.619,kozepe,három egymást követő futtatásban,"Az a fejlesztési ciklus, amely után a build szerver három egymást követő futtatásban is hibamentes eredményt ad.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N05,hatarido,0.667,vege,2026. június 2,"2026. június 2-án, 8:00-kor.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N08,definicio,0.714,vege,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N13,szam,0.762,vege,12,Legfeljebb 12 figyelmeztetést.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N19,kivetel,0.81,vege,utolsó beadás,Az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N10,definicio,0.857,vege,működő prototípust,"Az a mérföldkő, amikor a csapat bemutatja a működő prototípust az oktatónak.",1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N12,szam,0.905,vege,42 pont,Legalább 42 pont a lehetséges 100-ból.,1,1,
ctx16000_k20_rep2,sonnet,16000,20,2,N18,kivetel,0.952,vege,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx16000_k3_rep1,haiku,16000,3,1,N11,szam,0.25,eleje,35%,35%,1,1,
ctx16000_k3_rep1,haiku,16000,3,1,N14,szam,0.5,kozepe,3,3,1,1,
ctx16000_k3_rep1,haiku,16000,3,1,N17,kivetel,0.75,vege,10%,10%-kal több idő a feladatok megoldására,1,1,
ctx16000_k3_rep1,sonnet,16000,3,1,N11,szam,0.25,eleje,35%,35%,1,1,
ctx16000_k3_rep1,sonnet,16000,3,1,N14,szam,0.5,kozepe,3,3 fő,1,1,
ctx16000_k3_rep1,sonnet,16000,3,1,N17,kivetel,0.75,vege,10%,10%-kal több időt kap a feladatok megoldására a pótzárthelyin,1,1,
ctx16000_k3_rep2,haiku,16000,3,2,N17,kivetel,0.25,eleje,10%,10%-kal több időt kap a feladatok megoldására,1,1,
ctx16000_k3_rep2,haiku,16000,3,2,N05,hatarido,0.5,kozepe,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k3_rep2,haiku,16000,3,2,N02,hatarido,0.75,vege,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx16000_k3_rep2,sonnet,16000,3,2,N17,kivetel,0.25,eleje,10%,10%-kal több időt kap a feladatok megoldására a pótzárthelyin,1,1,
ctx16000_k3_rep2,sonnet,16000,3,2,N05,hatarido,0.5,kozepe,2026. június 2,"2026. június 2-án, 8:00-kor",1,1,
ctx16000_k3_rep2,sonnet,16000,3,2,N02,hatarido,0.75,vege,2026. április 3,"2026. április 3-án, 23:59-kor",1,1,
ctx16000_k8_rep1,haiku,16000,8,1,N19,kivetel,0.111,eleje,utolsó beadás,az utolsó beadás,1,1,
ctx16000_k8_rep1,haiku,16000,8,1,N18,kivetel,0.222,eleje,érintett / hallgató,csak az érintett hallgató,1,1,
ctx16000_k8_rep1,haiku,16000,8,1,N01,hatarido,0.333,eleje,2026. március 14,"2026. március 14-én, 10:15-kor",1,1,
ctx16000_k8_rep1,haiku,16000,8,1,N17,kivetel,0.444,kozepe,10%,10%-kal több időt kap a pótzárthelyin,1,1,
ctx16000_k8_rep1,haiku,16000,8,1,N08,definicio,0.556,kozepe,két különböző csapattagnak,"egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne",1,1,
ctx16000_k8_rep1,haiku,16000,8,1,N15,szam,0.667,vege,78%,a forráskód 78%-a,1,1,
ctx16000_k8_rep1,haiku,16000,8,1,N13,szam,0.778,vege,12,12,1,1,
ctx16000_k8_rep1,haiku,16000,8,1,N14,szam,0.889,vege,3,3,1,1,
ctx16000_k8_rep1,sonnet,16000,8,1,N19,kivetel,0.111,eleje,utolsó beadás,"Az utolsó beadás bírálja felül a korábbi órai gyakorlat pontszámát, még akkor is, ha az rosszabb eredményt hozna.",1,1,
ctx16000_k8_rep1,sonnet,16000,8,1,N18,kivetel,0.222,eleje,érintett / hallgató,"Csak az érintett hallgató pontszáma csökken, a csapat többi tagjáé nem.",1,1,
ctx16000_k8_rep1,sonnet,16000,8,1,N01,hatarido,0.333,eleje,2026. március 14,"2026. március 14-én, 10:15-kor, a nagyelőadó teremben.",1,1,
ctx16000_k8_rep1,sonnet,16000,8,1,N17,kivetel,0.444,kozepe,10%,A pótzárthelyin 10%-kal több időt kap a feladatok megoldására.,1,1,
ctx16000_k8_rep1,sonnet,16000,8,1,N08,definicio,0.556,kozepe,két különböző csapattagnak,"Egy pull requestet két különböző csapattagnak is jóvá kell hagynia, mielőtt az összeolvasztható lenne.",1,1,
ctx16000_k8_rep1,sonnet,16000,8,1,N15,szam,0.667,vege,78%,78%,1,1,
ctx16000_k8_rep1,sonnet,16000,8,1,N13,szam,0.778,vege,12,12,1,1,
